Czestotliwość,Największa,Najmniejsza,P2P,Dodatnie przekroczenie,Ujemne przekroczenie,Średnia,RMS,Okres,Dodatni cykl pracy,Ujemny cykl pracy
999.7561907925751,2.53235,-0.0289,1.5463917525773,1.4432989690722,1.2510314093251,1.7629947846419,0.0010002438688758,49.9998296806334,50.0001703193666,9.91e+37
999.7793675980915,2.52605,-0.02595,1.3360739979445,1.3360739979445,1.2509913712731,1.7628890107586,0.0010002206814383,49.9994357069351,50.0005642930649,50.0005642930649
999.7795107902144,2.52515,-0.0251,1.2320328542094,1.3347022587269,1.2505842352275,1.7626794037514,0.0010002205379051,49.9997898056841,50.0002101943159,50.0002101943159
999.8343478867533,2.52915,-0.0263,1.440329218107,1.3374485596708,1.2505189212152,1.7625129375292,0.0010001656796249,49.9993876858545,50.0006123141455,50.0006123141455
999.8253487053116,2.5282,-0.0321,1.4447884416925,1.6511867905057,1.2505475717581,1.76286936194,0.0010001746818942,49.9998907404555,50.0001092595445,50.0001092595445
